states,year,quarter,district,trans_counts,amount,registered_user_counts,level
andhra-pradesh,2022,3,prakasam district,35376080.0,87475230073.46388,1567520,district_map
andhra-pradesh,2022,3,anantapur district,45165363.0,97735649608.10074,2030824,district_map
andhra-pradesh,2022,3,ysr district,33119038.0,86016932181.12372,1487140,district_map
andhra-pradesh,2022,3,west godavari district,43635951.0,101706854744.31873,1805967,district_map
andhra-pradesh,2022,3,kurnool district,39557913.0,88415335176.31995,1924127,district_map
andhra-pradesh,2022,3,chittoor district,65751781.0,133053581631.6395,2517657,district_map
andhra-pradesh,2022,3,guntur district,65612317.0,141588522953.2377,2647100,district_map
andhra-pradesh,2022,3,krishna district,71051144.0,153770559025.69122,2685215,district_map
andhra-pradesh,2022,4,east godavari district,68016055.0,136531110139.8625,2835087,district_map
andhra-pradesh,2022,4,srikakulam district,23693779.0,47726411107.88629,1204785,district_map
andhra-pradesh,2022,4,spsr nellore district,42582064.0,92085916180.6851,1663684,district_map
andhra-pradesh,2022,4,vizianagaram district,22205190.0,44467386404.34759,1044490,district_map
andhra-pradesh,2022,4,visakhapatnam district,103790055.0,185306149744.73105,3566854,district_map
andhra-pradesh,2022,4,prakasam district,37211077.0,88105031866.36835,1642503,district_map
andhra-pradesh,2022,4,anantapur district,48299601.0,101533878537.2343,2128066,district_map
andhra-pradesh,2022,4,ysr district,35201596.0,87360426792.81667,1556901,district_map
andhra-pradesh,2022,4,west godavari district,47919930.0,105335724990.5932,1893310,district_map
andhra-pradesh,2022,4,kurnool district,43524766.0,94667441029.08344,2018290,district_map
andhra-pradesh,2022,4,chittoor district,70322534.0,136840859888.1815,2636036,district_map
andhra-pradesh,2022,4,guntur district,70723763.0,146938735166.5236,2774365,district_map
andhra-pradesh,2022,4,krishna district,76526667.0,157826011193.3544,2813645,district_map
arunachal-pradesh,2018,1,lower dibang valley district,1356.0,1076236.814073793,601,district_map
arunachal-pradesh,2018,1,lower subansiri district,1477.0,3650727.893614269,498,district_map
arunachal-pradesh,2018,1,longding district,2321.0,4361531.578447229,256,district_map
arunachal-pradesh,2018,1,west siang district,1887.0,4796675.565399804,846,district_map
